"extra_id","time","prog","id","y"
"27",0,1,27,6.09737508679408
"27.1",1,1,27,7.64216377772648
"27.2",2,1,27,8.75742393598711
"27.3",3,1,27,11.5653200257423
"27.4",4,1,27,11.6644712784684
"27.5",5,1,27,12.7472017624225
"28",0,0,28,4.80603810278901
"28.1",1,0,28,5.81590812645624
"28.2",2,0,28,6.76231929825366
"28.3",3,0,28,7.39036825141626
"28.4",4,0,28,6.86803065525088
"28.5",5,0,28,7.08298381287619
"29",0,0,29,6.10303395598232
"29.1",1,0,29,7.02911847048224
"29.2",2,0,29,8.10957042383365
"29.3",3,0,29,8.80084142360156
"29.4",4,0,29,7.69198150852449
"29.5",5,0,29,8.66378547696741
"30",0,0,30,5.8843763694663
"30.1",1,0,30,6.03274868858316
"30.2",2,0,30,5.38064592190877
"30.3",3,0,30,6.29205225398403
"30.4",4,0,30,6.60869874663559
"30.5",5,0,30,7.28398069632419
"31",0,1,31,7.20493773545175
"31.1",1,1,31,8.99577143457333
"31.2",2,1,31,9.68505565852675
"31.3",3,1,31,12.0431120132396
"31.4",4,1,31,11.6802468735671
"31.5",5,1,31,12.453568107752
"32",0,1,32,7.36825157241767
"32.1",1,1,32,6.82903208612779
"32.2",2,1,32,9.05110862564922
"32.3",3,1,32,10.2378482475203
"32.4",4,1,32,10.9497686096612
"32.5",5,1,32,12.8831015813292
"33",0,1,33,7.17089721082023
"33.1",1,1,33,8.45283504726294
"33.2",2,1,33,9.49159374143249
"33.3",3,1,33,11.0286805746403
"33.4",4,1,33,12.4201578382049
"33.5",5,1,33,12.7367870742442
"34",0,0,34,5.15061933662228
"34.1",1,0,34,6.00765310879131
"34.2",2,0,34,5.41516359512904
"34.3",3,0,34,6.61102143994071
"34.4",4,0,34,7.25754026819451
"34.5",5,0,34,8.65528261792428
"35",0,1,35,5.68163333703286
"35.1",1,1,35,7.06308039129283
"35.2",2,1,35,8.12850960603586
"35.3",3,1,35,9.08800670540345
"35.4",4,1,35,10.6617624223619
"35.5",5,1,35,12.2102002844427
"36",0,0,36,6.07606692917946
"36.1",1,0,36,6.68610299220513
"36.2",2,0,36,6.00548236715078
"36.3",3,0,36,6.59997761580603
"36.4",4,0,36,8.41600198175299
"36.5",5,0,36,8.5563496018224
"37",0,1,37,5.80619966447671
"37.1",1,1,37,7.05218262766441
"37.2",2,1,37,7.31453337542511
"37.3",3,1,37,8.50743113378696
"37.4",4,1,37,10.4222391000757
"37.5",5,1,37,12.2852521321625
"38",0,1,38,6.22592310051496
"38.1",1,1,38,7.57003026154312
"38.2",2,1,38,9.93845022042643
"38.3",3,1,38,10.2842977791086
"38.4",4,1,38,11.6551137930126
"38.5",5,1,38,12.2227340193456
"39",0,0,39,5.02177232664446
"39.1",1,0,39,5.57923364081273
"39.2",2,0,39,6.29313807183781
"39.3",3,0,39,6.45248696881804
"39.4",4,0,39,7.79088295049108
"39.5",5,0,39,7.05763600423896
"40",0,1,40,6.01779912530106
"40.1",1,1,40,8.0008219196279
"40.2",2,1,40,9.36204257452927
"40.3",3,1,40,11.3594100620127
"40.4",4,1,40,12.3832764196489
"40.5",5,1,40,14.0737065736522
"41",0,1,41,7.15737424921386
"41.1",1,1,41,7.51121346063499
"41.2",2,1,41,9.2733351261538
"41.3",3,1,41,10.6346456111868
"41.4",4,1,41,11.6000399036665
"41.5",5,1,41,13.7933468314824
"42",0,1,42,8.37437289193035
"42.1",1,1,42,9.01758009233132
"42.2",2,1,42,10.0480521441467
"42.3",3,1,42,11.5478476704681
"42.4",4,1,42,13.357107889865
"42.5",5,1,42,13.3331335897018
"43",0,0,43,5.53783405333999
"43.1",1,0,43,5.95406392508879
"43.2",2,0,43,6.47814612275649
"43.3",3,0,43,6.76643299486907
"43.4",4,0,43,8.23321853702137
"43.5",5,0,43,7.72581284615482
"44",0,1,44,6.27698520365518
"44.1",1,1,44,7.17901673728901
"44.2",2,1,44,9.26250224241278
"44.3",3,1,44,10.5476090174326
"44.4",4,1,44,12.1418259705093
"44.5",5,1,44,13.4703200144323
"45",0,1,45,7.29748169869795
"45.1",1,1,45,7.26921539314497
"45.2",2,1,45,9.15501143862515
"45.3",3,1,45,10.5416277656092
"45.4",4,1,45,11.4431613870076
"45.5",5,1,45,13.7408603412438
"46",0,1,46,5.63330545727014
"46.1",1,1,46,7.08815117808352
"46.2",2,1,46,6.56122358620956
"46.3",3,1,46,9.34874876148074
"46.4",4,1,46,10.4402548516541
"46.5",5,1,46,12.4722485536233
"47",0,1,47,6.32978237970322
"47.1",1,1,47,8.09214244098616
"47.2",2,1,47,10.53876344428
"47.3",3,1,47,10.7020971031574
"47.4",4,1,47,12.6634041098948
"47.5",5,1,47,13.9322731368163
"48",0,0,48,6.10349464401982
"48.1",1,0,48,6.74623535761527
"48.2",2,0,48,7.84511708946584
"48.3",3,0,48,9.01957845940348
"48.4",4,0,48,8.49324628386428
"48.5",5,0,48,9.40584999130951
"49",0,1,49,5.98904329330539
"49.1",1,1,49,8.51125860023816
"49.2",2,1,49,8.56903136973691
"49.3",3,1,49,11.2633043965859
"49.4",4,1,49,11.6231187736747
"49.5",5,1,49,12.5343967993255
"50",0,0,50,6.77267331811545
"50.1",1,0,50,6.08545603882285
"50.2",2,0,50,8.87407133499013
"50.3",3,0,50,7.8479163487453
"50.4",4,0,50,9.9470468726556
"50.5",5,0,50,10.252543228002
"51",0,1,51,6.80207431669054
"51.1",1,1,51,8.09944341203751
"51.2",2,1,51,9.94946202756102
"51.3",3,1,51,10.1047288438528
"51.4",4,1,51,11.9515697558759
"51.5",5,1,51,12.5852775682349
"52",0,0,52,7.67293614571909
"52.1",1,0,52,8.4476190784634
"52.2",2,0,52,8.00302033755126
"52.3",3,0,52,8.67178506320857
"52.4",4,0,52,9.26055777640878
"52.5",5,0,52,9.81939343505602
"53",0,0,53,5.84587729476486
"53.1",1,0,53,5.92746986014801
"53.2",2,0,53,7.70928146852562
"53.3",3,0,53,6.87458212670503
"53.4",4,0,53,7.41748971564165
"53.5",5,0,53,7.85013017948573
"54",0,0,54,7.27023573292252
"54.1",1,0,54,7.1616514424808
"54.2",2,0,54,8.85449882964572
"54.3",3,0,54,9.39912933222575
"54.4",4,0,54,9.59386067394138
"54.5",5,0,54,8.9102165161821
"55",0,1,55,6.3984862506647
"55.1",1,1,55,7.80803098576206
"55.2",2,1,55,8.42213028658664
"55.3",3,1,55,10.5942373810243
"55.4",4,1,55,11.8335518890669
"55.5",5,1,55,13.6881559777913
"56",0,1,56,5.26838174404184
"56.1",1,1,56,7.42888658333311
"56.2",2,1,56,8.95179617258091
"56.3",3,1,56,8.71617937531351
"56.4",4,1,56,11.3475687611304
"56.5",5,1,56,12.0664879881209
"57",0,0,57,4.91451152241035
"57.1",1,0,57,5.0334603880745
"57.2",2,0,57,6.47296304544243
"57.3",3,0,57,8.10986505216129
"57.4",4,0,57,8.13843544989629
"57.5",5,0,57,8.04720829121789
"58",0,0,58,5.88933769851887
"58.1",1,0,58,6.28265131757531
"58.2",2,0,58,7.01814517168046
"58.3",3,0,58,8.42394195190644
"58.4",4,0,58,7.80882646275907
"58.5",5,0,58,8.3666112323877
"59",0,0,59,6.87802176585984
"59.1",1,0,59,5.87143066773677
"59.2",2,0,59,8.09239579268833
"59.3",3,0,59,8.52252669693468
"59.4",4,0,59,9.77064458232821
"59.5",5,0,59,9.2214507240314
"60",0,0,60,8.35274367271982
"60.1",1,0,60,8.53983972367917
"60.2",2,0,60,9.31927948505292
"60.3",3,0,60,8.99994693885759
"60.4",4,0,60,9.18787089479499
"60.5",5,0,60,10.8466933715423
"61",0,1,61,7.09949211413003
"61.1",1,1,61,9.30055847691767
"61.2",2,1,61,9.66745594187042
"61.3",3,1,61,10.9386937753579
"61.4",4,1,61,12.2440562211199
"61.5",5,1,61,14.7776137276548
"62",0,0,62,7.3849610769886
"62.1",1,0,62,7.78144037331268
"62.2",2,0,62,8.50944151325253
"62.3",3,0,62,9.3383966667868
"62.4",4,0,62,9.63895209049368
"62.5",5,0,62,8.94488321398325
"63",0,1,63,6.82916618886322
"63.1",1,1,63,8.62155116492585
"63.2",2,1,63,9.49403335812729
"63.3",3,1,63,10.9458954033093
"63.4",4,1,63,12.8908789379886
"63.5",5,1,63,13.5865196158159
"64",0,0,64,4.66552637188202
"64.1",1,0,64,5.8418616331624
"64.2",2,0,64,6.06354708565397
"64.3",3,0,64,6.32751924323924
"64.4",4,0,64,7.87340101260692
"64.5",5,0,64,7.00786235178921
"65",0,1,65,7.48865219850328
"65.1",1,1,65,8.34645565330128
"65.2",2,1,65,9.76646243377096
"65.3",3,1,65,11.0169791367386
"65.4",4,1,65,12.0485247360202
"65.5",5,1,65,13.6926109354502
"66",0,0,66,4.21071701013974
"66.1",1,0,66,5.38242153742551
"66.2",2,0,66,5.44895394677416
"66.3",3,0,66,6.01944391577211
"66.4",4,0,66,7.15372151712607
"66.5",5,0,66,6.26881246194464
"67",0,1,67,6.53143046458964
"67.1",1,1,67,7.4560191127253
"67.2",2,1,67,7.86664765513478
"67.3",3,1,67,8.77278720316019
"67.4",4,1,67,11.8405804891885
"67.5",5,1,67,12.5716335833177
"68",0,1,68,6.01049524492164
"68.1",1,1,68,8.35144211019702
"68.2",2,1,68,9.46823916540137
"68.3",3,1,68,10.6388707741862
"68.4",4,1,68,13.1371422313469
"68.5",5,1,68,12.9403307852569
"69",0,1,69,4.27060776323706
"69.1",1,1,69,5.73334325912692
"69.2",2,1,69,7.08260794763712
"69.3",3,1,69,8.75083589149477
"69.4",4,1,69,9.20294481761694
"69.5",5,1,69,11.5425770728751
"70",0,0,70,6.25223202962754
"70.1",1,0,70,6.74196661153698
"70.2",2,0,70,7.12758711804216
"70.3",3,0,70,6.90688133274309
"70.4",4,0,70,8.09377336442745
"70.5",5,0,70,9.93484984790428
"71",0,1,71,6.68793226196443
"71.1",1,1,71,7.12062629918472
"71.2",2,1,71,9.64334901313041
"71.3",3,1,71,9.96841644783673
"71.4",4,1,71,11.0506087264711
"71.5",5,1,71,13.2610639406049
"72",0,0,72,7.6816265568986
"72.1",1,0,72,7.87394112330246
"72.2",2,0,72,8.5509960887902
"72.3",3,0,72,8.4807850237963
"72.4",4,0,72,8.71886048904705
"72.5",5,0,72,10.4925816680317
"73",0,1,73,5.36483167762435
"73.1",1,1,73,6.73214404274994
"73.2",2,1,73,7.38950872053801
"73.3",3,1,73,9.60633431906463
"73.4",4,1,73,9.89377659361498
"73.5",5,1,73,12.0949617897661
"74",0,0,74,5.67002610773486
"74.1",1,0,74,6.92984791518943
"74.2",2,0,74,6.75459269729937
"74.3",3,0,74,7.49141387984343
"74.4",4,0,74,7.11913321261037
"74.5",5,0,74,8.558704539866
"75",0,0,75,5.30989132862302
"75.1",1,0,75,7.46488859237842
"75.2",2,0,75,6.6459355622979
"75.3",3,0,75,6.85276063000721
"75.4",4,0,75,6.76259692817741
"75.5",5,0,75,8.73412911621689
"76",0,0,76,7.3239809278467
"76.1",1,0,76,6.55274810147568
"76.2",2,0,76,8.083213703835
"76.3",3,0,76,8.01392872496143
"76.4",4,0,76,8.51164383713685
"76.5",5,0,76,8.68813619679416
"77",0,1,77,4.29447802581488
"77.1",1,1,77,5.91108604737597
"77.2",2,1,77,8.10648346563722
"77.3",3,1,77,8.90550010879001
"77.4",4,1,77,9.68479962452361
"77.5",5,1,77,11.9536728734109
"78",0,0,78,5.80614702126633
"78.1",1,0,78,6.21882473700413
"78.2",2,0,78,7.06154566714083
"78.3",3,0,78,7.38738106131153
"78.4",4,0,78,7.47142347748711
"78.5",5,0,78,8.63478528379398
"79",0,0,79,4.26521892148707
"79.1",1,0,79,4.53152064584262
"79.2",2,0,79,6.21490532350187
"79.3",3,0,79,6.4057383641711
"79.4",4,0,79,7.1701431769006
"79.5",5,0,79,6.74403225408254
"80",0,0,80,5.079595427525
"80.1",1,0,80,6.71599865870527
"80.2",2,0,80,6.25489844376723
"80.3",3,0,80,6.72860266841228
"80.4",4,0,80,8.82614672806407
"80.5",5,0,80,7.37160910736231
"81",0,1,81,7.38434344253015
"81.1",1,1,81,8.13180496145126
"81.2",2,1,81,10.6556824621786
"81.3",3,1,81,9.91315016957216
"81.4",4,1,81,13.0506048909
"81.5",5,1,81,14.5648495184957
"82",0,0,82,7.94656576874715
"82.1",1,0,82,7.18020977563
"82.2",2,0,82,7.55039049544162
"82.3",3,0,82,9.50677227599459
"82.4",4,0,82,9.03645875058676
"82.5",5,0,82,8.91726851324068
"83",0,0,83,8.40994756857421
"83.1",1,0,83,7.94009422923769
"83.2",2,0,83,7.91681532203706
"83.3",3,0,83,8.45034716450904
"83.4",4,0,83,10.543166508957
"83.5",5,0,83,10.1763689808825
"84",0,0,84,6.21978343779718
"84.1",1,0,84,6.3849947266155
"84.2",2,0,84,8.07165389290934
"84.3",3,0,84,8.6435420424781
"84.4",4,0,84,8.11130507319142
"84.5",5,0,84,9.04636910066035
"85",0,1,85,6.10027886525988
"85.1",1,1,85,7.16774217013476
"85.2",2,1,85,9.90832604830633
"85.3",3,1,85,10.3566543855384
"85.4",4,1,85,11.8269476969838
"85.5",5,1,85,12.4574991787278
"86",0,0,86,6.74876641082285
"86.1",1,0,86,7.52111941294584
"86.2",2,0,86,8.67465789721399
"86.3",3,0,86,9.28443550414426
"86.4",4,0,86,8.53541280921452
"86.5",5,0,86,9.9488633369997
"87",0,1,87,8.02494386710022
"87.1",1,1,87,9.14236261940624
"87.2",2,1,87,10.4264272917622
"87.3",3,1,87,11.1833626792637
"87.4",4,1,87,12.728792724563
"87.5",5,1,87,13.1644499265701
"88",0,1,88,7.14141413397183
"88.1",1,1,88,8.27740532958399
"88.2",2,1,88,10.0583913595975
"88.3",3,1,88,11.3361826052343
"88.4",4,1,88,13.5764396730355
"88.5",5,1,88,13.3983475635641
"89",0,0,89,4.68791867923755
"89.1",1,0,89,4.6834258108281
"89.2",2,0,89,6.69327406574827
"89.3",3,0,89,6.59510000081578
"89.4",4,0,89,6.53986459507671
"89.5",5,0,89,8.38746651948359
"90",0,0,90,7.21764519261442
"90.1",1,0,90,6.42113434585849
"90.2",2,0,90,8.01751477302339
"90.3",3,0,90,8.22680444478537
"90.4",4,0,90,7.9237713997492
"90.5",5,0,90,8.23047352505775
"91",0,1,91,6.02129357071037
"91.1",1,1,91,8.93836442872745
"91.2",2,1,91,10.4922084828288
"91.3",3,1,91,11.4373098702486
"91.4",4,1,91,12.516474218295
"91.5",5,1,91,14.2037186907396
"92",0,0,92,8.69050849527756
"92.1",1,0,92,8.65469825868698
"92.2",2,0,92,8.30435955787048
"92.3",3,0,92,9.9741464810342
"92.4",4,0,92,10.9090412904994
"92.5",5,0,92,10.7033148149733
"93",0,1,93,6.32378516699504
"93.1",1,1,93,7.28029627501359
"93.2",2,1,93,8.90483255328178
"93.3",3,1,93,9.77217969760233
"93.4",4,1,93,10.7301302080607
"93.5",5,1,93,11.8651410909335
"94",0,1,94,6.53331618993832
"94.1",1,1,94,8.05183303899964
"94.2",2,1,94,9.70972783960787
"94.3",3,1,94,10.5457652537405
"94.4",4,1,94,11.3622097620799
"94.5",5,1,94,12.8188643102603
"95",0,1,95,6.34443316844891
"95.1",1,1,95,7.21637489317543
"95.2",2,1,95,9.45151273275488
"95.3",3,1,95,10.983201503819
"95.4",4,1,95,11.7627796268861
"95.5",5,1,95,13.285133547701
"96",0,0,96,7.77679878359446
"96.1",1,0,96,8.75598153590382
"96.2",2,0,96,8.42717749041456
"96.3",3,0,96,9.53525464007945
"96.4",4,0,96,9.69674348850667
"96.5",5,0,96,10.4666798903502
"97",0,1,97,5.24866559659302
"97.1",1,1,97,6.56071291463945
"97.2",2,1,97,8.39059479921206
"97.3",3,1,97,9.18882843200045
"97.4",4,1,97,9.81568723442477
"97.5",5,1,97,11.2473466131908
"98",0,0,98,4.97993981147644
"98.1",1,0,98,6.07591510054838
"98.2",2,0,98,6.75958337834811
"98.3",3,0,98,6.16981755693779
"98.4",4,0,98,8.21923820584002
"98.5",5,0,98,7.79696012507925
"99",0,0,99,6.268929150188
"99.1",1,0,99,7.64753354994173
"99.2",2,0,99,6.89709254187683
"99.3",3,0,99,8.37262342083985
"99.4",4,0,99,9.10870523935722
"99.5",5,0,99,10.7573317488821
"100",0,0,100,6.67920874985446
"100.1",1,0,100,8.80027679262126
"100.2",2,0,100,9.60314603640434
"100.3",3,0,100,10.2017963478829
"100.4",4,0,100,9.78099893336685
"100.5",5,0,100,10.0422343105897
"101",0,0,101,5.5466613001883
"101.1",1,0,101,6.76684641076033
"101.2",2,0,101,7.45082241059807
"101.3",3,0,101,8.33654804334717
"101.4",4,0,101,8.34398655845246
"101.5",5,0,101,9.09315211905064
"102",0,0,102,6.41813947290226
"102.1",1,0,102,7.09134630483574
"102.2",2,0,102,7.23597726671737
"102.3",3,0,102,7.02416943747898
"102.4",4,0,102,7.22448425566168
"102.5",5,0,102,8.32423412550293
"103",0,0,103,6.93888186164804
"103.1",1,0,103,6.59369713663819
"103.2",2,0,103,7.742356598401
"103.3",3,0,103,7.22481571458211
"103.4",4,0,103,8.85032898018526
"103.5",5,0,103,9.29706156611627
"104",0,1,104,5.57082963596058
"104.1",1,1,104,6.81053882322188
"104.2",2,1,104,8.50138658221481
"104.3",3,1,104,8.71026320187348
"104.4",4,1,104,11.5504047475532
"104.5",5,1,104,12.5012708588167
"105",0,1,105,5.32890982348542
"105.1",1,1,105,7.27692967580048
"105.2",2,1,105,9.41842001393498
"105.3",3,1,105,9.01167435153015
"105.4",4,1,105,10.7538177180855
"105.5",5,1,105,12.1229174069975
"106",0,1,106,4.27364539264116
"106.1",1,1,106,7.14818945458617
"106.2",2,1,106,7.58014908303272
"106.3",3,1,106,10.1703629900771
"106.4",4,1,106,10.7460301809662
"106.5",5,1,106,12.1112510012391
"107",0,0,107,6.5537225166383
"107.1",1,0,107,6.04121027205078
"107.2",2,0,107,7.04345674401794
"107.3",3,0,107,7.81165742250382
"107.4",4,0,107,9.17090892305974
"107.5",5,0,107,8.4282091199941
"108",0,1,108,7.03054476510212
"108.1",1,1,108,7.50450398870822
"108.2",2,1,108,9.67507448183974
"108.3",3,1,108,9.72327127976369
"108.4",4,1,108,11.5394050716431
"108.5",5,1,108,11.6734444504765
"109",0,1,109,6.82072038384928
"109.1",1,1,109,7.7770881505853
"109.2",2,1,109,9.69291985872068
"109.3",3,1,109,9.19489740922433
"109.4",4,1,109,11.9843067209249
"109.5",5,1,109,13.5872177803284
"110",0,1,110,6.58121141963842
"110.1",1,1,110,8.92141203064264
"110.2",2,1,110,9.06775068892734
"110.3",3,1,110,10.1308616114261
"110.4",4,1,110,12.1511974895692
"110.5",5,1,110,12.8987948999165
"111",0,0,111,5.971740993335
"111.1",1,0,111,7.04844063912254
"111.2",2,0,111,7.09121822786573
"111.3",3,0,111,7.71073601460787
"111.4",4,0,111,8.08670967305967
"111.5",5,0,111,8.21359828028672
"112",0,1,112,7.19428631015912
"112.1",1,1,112,8.35122452075644
"112.2",2,1,112,10.628790696649
"112.3",3,1,112,10.9224536473292
"112.4",4,1,112,11.7908421721201
"112.5",5,1,112,14.5285402675772
"113",0,1,113,6.01635992082727
"113.1",1,1,113,6.56503684625176
"113.2",2,1,113,9.03062178140115
"113.3",3,1,113,9.9060082417587
"113.4",4,1,113,10.5945633012315
"113.5",5,1,113,11.9455155156983
"114",0,1,114,6.75773828765842
"114.1",1,1,114,7.7941545068038
"114.2",2,1,114,9.43196053709232
"114.3",3,1,114,10.0011800364556
"114.4",4,1,114,12.1870127220146
"114.5",5,1,114,13.6533635175555
"115",0,0,115,5.52481204940207
"115.1",1,0,115,6.07903234441606
"115.2",2,0,115,6.63945560736358
"115.3",3,0,115,7.14569198599398
"115.4",4,0,115,7.65179482112475
"115.5",5,0,115,7.71302717069729
"116",0,1,116,6.33651644442544
"116.1",1,1,116,7.50341653799489
"116.2",2,1,116,9.51580705470574
"116.3",3,1,116,8.58836777809696
"116.4",4,1,116,11.2088177303946
"116.5",5,1,116,13.1254113868551
"117",0,0,117,4.48030342912558
"117.1",1,0,117,2.98265986550201
"117.2",2,0,117,4.49423513624869
"117.3",3,0,117,6.28275459279607
"117.4",4,0,117,6.54104855287023
"117.5",5,0,117,7.05588907290474
"118",0,1,118,7.46765415498411
"118.1",1,1,118,8.54569211828686
"118.2",2,1,118,10.480882943591
"118.3",3,1,118,11.0025853306524
"118.4",4,1,118,13.6226090882775
"118.5",5,1,118,13.6504230632692
"119",0,1,119,7.50826833115021
"119.1",1,1,119,8.33965849800963
"119.2",2,1,119,10.4281275743094
"119.3",3,1,119,10.7363912355209
"119.4",4,1,119,12.7983479823837
"119.5",5,1,119,13.3592111364369
"120",0,1,120,5.65052003699035
"120.1",1,1,120,6.74386282113284
"120.2",2,1,120,8.86177432266319
"120.3",3,1,120,9.48952240795425
"120.4",4,1,120,10.7263879757235
"120.5",5,1,120,11.7725762682703
"121",0,0,121,7.30622031854706
"121.1",1,0,121,7.02743137328437
"121.2",2,0,121,7.83700782094553
"121.3",3,0,121,7.18213629753801
"121.4",4,0,121,7.59155362490836
"121.5",5,0,121,8.98957285048438
"122",0,1,122,7.26180226176055
"122.1",1,1,122,8.40994648445469
"122.2",2,1,122,9.5115430268859
"122.3",3,1,122,9.56951168249289
"122.4",4,1,122,11.6200049848022
"122.5",5,1,122,13.4200333455141
"123",0,1,123,6.96536768858382
"123.1",1,1,123,8.3502981336979
"123.2",2,1,123,8.29822822611368
"123.3",3,1,123,10.286964588258
"123.4",4,1,123,11.387341879652
"123.5",5,1,123,13.5466294926336
"124",0,1,124,3.35631494000375
"124.1",1,1,124,5.62802992843493
"124.2",2,1,124,6.86717995667176
"124.3",3,1,124,7.26996065736523
"124.4",4,1,124,8.5019157360184
"124.5",5,1,124,9.33904190099467
"125",0,1,125,6.4904207713183
"125.1",1,1,125,6.99568771760715
"125.2",2,1,125,7.74137044726719
"125.3",3,1,125,10.1559029678945
"125.4",4,1,125,11.6026016202918
